"tendid","docid","yyyy","array_agg"
"2014/S 212-376026","376026-2014",2014,"{""Services Service category No 7: Computer and related services Main site or location of works, place of delivery or of performance: Nationally to include MoJ headquarters, HM Prisons, HM Courts and Tribunal Centres, Probation Services Centres, Arms Length Bodies, Centres, over 2 300 sites. NUTS code UK"",""Services Service category No 7: Computer and related services Main site or location of works, place of delivery or of performance: Nationally to include MoJ headquarters, HM Prisons, HM Courts and Tribunal Centres, Probation Services Centres, Arms Length Bodies, Centres, over 2 300 sites. NUTS code UK"",""Services Service category No 7: Computer and related services Main site or location of works, place of delivery or of performance: Nationally to include MoJ headquarters, HM Prisons, HM Courts and Tribunal Centres, Probation Services Centres, Arms Length Bodies, Centres, over 2 300 sites. NUTS code UK"",""Services Service category No 7: Computer and related services Main site or location of works, place of delivery or of performance: Nationally to include MoJ headquarters, HM Prisons, HM Courts and Tribunal Centres, Probation Services Centres, Arms Length Bodies, Centres, over 2 300 sites. NUTS code UK"",""Services Service category No 7: Computer and related services Main site or location of works, place of delivery or of performance: Nationally to include MoJ headquarters, HM Prisons, HM Courts and Tribunal Centres, Probation Services Centres, Arms Length Bodies, Centres, over 2 300 sites. NUTS code UK"",""Services Service category No 7: Computer and related services Main site or location of works, place of delivery or of performance: Nationally to include MoJ headquarters, HM Prisons, HM Courts and Tribunal Centres, Probation Services Centres, Arms Length Bodies, Centres, over 2 300 sites. NUTS code UK"",""Services Service category No 7: Computer and related services Main site or location of works, place of delivery or of performance: Nationally to include MoJ headquarters, HM Prisons, HM Courts and Tribunal Centres, Probation Services Centres, Arms Length Bodies, Centres, over 2 300 sites. NUTS code UK"",""Services Service category No 7: Computer and related services Main site or location of works, place of delivery or of performance: Nationally to include MoJ headquarters, HM Prisons, HM Courts and Tribunal Centres, Probation Services Centres, Arms Length Bodies, Centres, over 2 300 sites. NUTS code UK"",""Services Service category No 7: Computer and related services Main site or location of works, place of delivery or of performance: Nationally to include MoJ headquarters, HM Prisons, HM Courts and Tribunal Centres, Probation Services Centres, Arms Length Bodies, Centres, over 2 300 sites. NUTS code UK"",""Services Service category No 7: Computer and related services Main site or location of works, place of delivery or of performance: Nationally to include MoJ headquarters, HM Prisons, HM Courts and Tribunal Centres, Probation Services Centres, Arms Length Bodies, Centres, over 2 300 sites. NUTS code UK"",""Services Service category No 7: Computer and related services Main site or location of works, place of delivery or of performance: Nationally to include MoJ headquarters, HM Prisons, HM Courts and Tribunal Centres, Probation Services Centres, Arms Length Bodies, Centres, over 2 300 sites. NUTS code UK""}"
"2014/S 212-376026","376026-2014",2014,"{""The EUCS Contract will provide the MoJ's centralised and distributed computing environment for both hardware and common workplace productivity applications. The EUCS services include the provision and maintenance of: — Client devices (desktops, thin clients, laptops and tablets), — Peripheral equipment, such as directly attached printers and scanners, cameras, headsets, etc., — Support for mobile client devices, such as blackberry and smart phones, — Storage (including unstructured) for user's personal, shared data, messaging & archived data, — Messaging service for end users and business applications, including email and fax services, — Presentation and provisioning service that will provide a consistent end user experience, — Identity and access management services, — Directory service that manages information about people, devices and rights to services, — Information assurance and risk management, — Service management functions and to work and collaborate with other FITS Suppliers, — Live and non-live environments, including training environments, — Distributed platforms hosted in local server rooms that support AMS business applications, and — Collaboration services (Office automation, workgroup collaboration, device and enterprise search, address book, calendars and instant messaging)."",""The EUCS Contract will provide the MoJ's centralised and distributed computing environment for both hardware and common workplace productivity applications. The EUCS services include the provision and maintenance of: — Client devices (desktops, thin clients, laptops and tablets), — Peripheral equipment, such as directly attached printers and scanners, cameras, headsets, etc., — Support for mobile client devices, such as blackberry and smart phones, — Storage (including unstructured) for user's personal, shared data, messaging & archived data, — Messaging service for end users and business applications, including email and fax services, — Presentation and provisioning service that will provide a consistent end user experience, — Identity and access management services, — Directory service that manages information about people, devices and rights to services, — Information assurance and risk management, — Service management functions and to work and collaborate with other FITS Suppliers, — Live and non-live environments, including training environments, — Distributed platforms hosted in local server rooms that support AMS business applications, and — Collaboration services (Office automation, workgroup collaboration, device and enterprise search, address book, calendars and instant messaging)."",""The EUCS Contract will provide the MoJ's centralised and distributed computing environment for both hardware and common workplace productivity applications. The EUCS services include the provision and maintenance of: — Client devices (desktops, thin clients, laptops and tablets), — Peripheral equipment, such as directly attached printers and scanners, cameras, headsets, etc., — Support for mobile client devices, such as blackberry and smart phones, — Storage (including unstructured) for user's personal, shared data, messaging & archived data, — Messaging service for end users and business applications, including email and fax services, — Presentation and provisioning service that will provide a consistent end user experience, — Identity and access management services, — Directory service that manages information about people, devices and rights to services, — Information assurance and risk management, — Service management functions and to work and collaborate with other FITS Suppliers, — Live and non-live environments, including training environments, — Distributed platforms hosted in local server rooms that support AMS business applications, and — Collaboration services (Office automation, workgroup collaboration, device and enterprise search, address book, calendars and instant messaging)."",""The EUCS Contract will provide the MoJ's centralised and distributed computing environment for both hardware and common workplace productivity applications. The EUCS services include the provision and maintenance of: — Client devices (desktops, thin clients, laptops and tablets), — Peripheral equipment, such as directly attached printers and scanners, cameras, headsets, etc., — Support for mobile client devices, such as blackberry and smart phones, — Storage (including unstructured) for user's personal, shared data, messaging & archived data, — Messaging service for end users and business applications, including email and fax services, — Presentation and provisioning service that will provide a consistent end user experience, — Identity and access management services, — Directory service that manages information about people, devices and rights to services, — Information assurance and risk management, — Service management functions and to work and collaborate with other FITS Suppliers, — Live and non-live environments, including training environments, — Distributed platforms hosted in local server rooms that support AMS business applications, and — Collaboration services (Office automation, workgroup collaboration, device and enterprise search, address book, calendars and instant messaging)."",""The EUCS Contract will provide the MoJ's centralised and distributed computing environment for both hardware and common workplace productivity applications. The EUCS services include the provision and maintenance of: — Client devices (desktops, thin clients, laptops and tablets), — Peripheral equipment, such as directly attached printers and scanners, cameras, headsets, etc., — Support for mobile client devices, such as blackberry and smart phones, — Storage (including unstructured) for user's personal, shared data, messaging & archived data, — Messaging service for end users and business applications, including email and fax services, — Presentation and provisioning service that will provide a consistent end user experience, — Identity and access management services, — Directory service that manages information about people, devices and rights to services, — Information assurance and risk management, — Service management functions and to work and collaborate with other FITS Suppliers, — Live and non-live environments, including training environments, — Distributed platforms hosted in local server rooms that support AMS business applications, and — Collaboration services (Office automation, workgroup collaboration, device and enterprise search, address book, calendars and instant messaging)."",""The EUCS Contract will provide the MoJ's centralised and distributed computing environment for both hardware and common workplace productivity applications. The EUCS services include the provision and maintenance of: — Client devices (desktops, thin clients, laptops and tablets), — Peripheral equipment, such as directly attached printers and scanners, cameras, headsets, etc., — Support for mobile client devices, such as blackberry and smart phones, — Storage (including unstructured) for user's personal, shared data, messaging & archived data, — Messaging service for end users and business applications, including email and fax services, — Presentation and provisioning service that will provide a consistent end user experience, — Identity and access management services, — Directory service that manages information about people, devices and rights to services, — Information assurance and risk management, — Service management functions and to work and collaborate with other FITS Suppliers, — Live and non-live environments, including training environments, — Distributed platforms hosted in local server rooms that support AMS business applications, and — Collaboration services (Office automation, workgroup collaboration, device and enterprise search, address book, calendars and instant messaging)."",""The EUCS Contract will provide the MoJ's centralised and distributed computing environment for both hardware and common workplace productivity applications. The EUCS services include the provision and maintenance of: — Client devices (desktops, thin clients, laptops and tablets), — Peripheral equipment, such as directly attached printers and scanners, cameras, headsets, etc., — Support for mobile client devices, such as blackberry and smart phones, — Storage (including unstructured) for user's personal, shared data, messaging & archived data, — Messaging service for end users and business applications, including email and fax services, — Presentation and provisioning service that will provide a consistent end user experience, — Identity and access management services, — Directory service that manages information about people, devices and rights to services, — Information assurance and risk management, — Service management functions and to work and collaborate with other FITS Suppliers, — Live and non-live environments, including training environments, — Distributed platforms hosted in local server rooms that support AMS business applications, and — Collaboration services (Office automation, workgroup collaboration, device and enterprise search, address book, calendars and instant messaging)."",""The EUCS Contract will provide the MoJ's centralised and distributed computing environment for both hardware and common workplace productivity applications. The EUCS services include the provision and maintenance of: — Client devices (desktops, thin clients, laptops and tablets), — Peripheral equipment, such as directly attached printers and scanners, cameras, headsets, etc., — Support for mobile client devices, such as blackberry and smart phones, — Storage (including unstructured) for user's personal, shared data, messaging & archived data, — Messaging service for end users and business applications, including email and fax services, — Presentation and provisioning service that will provide a consistent end user experience, — Identity and access management services, — Directory service that manages information about people, devices and rights to services, — Information assurance and risk management, — Service management functions and to work and collaborate with other FITS Suppliers, — Live and non-live environments, including training environments, — Distributed platforms hosted in local server rooms that support AMS business applications, and — Collaboration services (Office automation, workgroup collaboration, device and enterprise search, address book, calendars and instant messaging)."",""The EUCS Contract will provide the MoJ's centralised and distributed computing environment for both hardware and common workplace productivity applications. The EUCS services include the provision and maintenance of: — Client devices (desktops, thin clients, laptops and tablets), — Peripheral equipment, such as directly attached printers and scanners, cameras, headsets, etc., — Support for mobile client devices, such as blackberry and smart phones, — Storage (including unstructured) for user's personal, shared data, messaging & archived data, — Messaging service for end users and business applications, including email and fax services, — Presentation and provisioning service that will provide a consistent end user experience, — Identity and access management services, — Directory service that manages information about people, devices and rights to services, — Information assurance and risk management, — Service management functions and to work and collaborate with other FITS Suppliers, — Live and non-live environments, including training environments, — Distributed platforms hosted in local server rooms that support AMS business applications, and — Collaboration services (Office automation, workgroup collaboration, device and enterprise search, address book, calendars and instant messaging)."",""The EUCS Contract will provide the MoJ's centralised and distributed computing environment for both hardware and common workplace productivity applications. The EUCS services include the provision and maintenance of: — Client devices (desktops, thin clients, laptops and tablets), — Peripheral equipment, such as directly attached printers and scanners, cameras, headsets, etc., — Support for mobile client devices, such as blackberry and smart phones, — Storage (including unstructured) for user's personal, shared data, messaging & archived data, — Messaging service for end users and business applications, including email and fax services, — Presentation and provisioning service that will provide a consistent end user experience, — Identity and access management services, — Directory service that manages information about people, devices and rights to services, — Information assurance and risk management, — Service management functions and to work and collaborate with other FITS Suppliers, — Live and non-live environments, including training environments, — Distributed platforms hosted in local server rooms that support AMS business applications, and — Collaboration services (Office automation, workgroup collaboration, device and enterprise search, address book, calendars and instant messaging)."",""The EUCS Contract will provide the MoJ's centralised and distributed computing environment for both hardware and common workplace productivity applications. The EUCS services include the provision and maintenance of: — Client devices (desktops, thin clients, laptops and tablets), — Peripheral equipment, such as directly attached printers and scanners, cameras, headsets, etc., — Support for mobile client devices, such as blackberry and smart phones, — Storage (including unstructured) for user's personal, shared data, messaging & archived data, — Messaging service for end users and business applications, including email and fax services, — Presentation and provisioning service that will provide a consistent end user experience, — Identity and access management services, — Directory service that manages information about people, devices and rights to services, — Information assurance and risk management, — Service management functions and to work and collaborate with other FITS Suppliers, — Live and non-live environments, including training environments, — Distributed platforms hosted in local server rooms that support AMS business applications, and — Collaboration services (Office automation, workgroup collaboration, device and enterprise search, address book, calendars and instant messaging).""}"
"2014/S 212-376026","376026-2014",2014,"{""United Kingdom-London: IT services: consulting, software development, Internet and support"",""United Kingdom-London: IT services: consulting, software development, Internet and support"",""United Kingdom-London: IT services: consulting, software development, Internet and support"",""United Kingdom-London: IT services: consulting, software development, Internet and support"",""United Kingdom-London: IT services: consulting, software development, Internet and support"",""United Kingdom-London: IT services: consulting, software development, Internet and support"",""United Kingdom-London: IT services: consulting, software development, Internet and support"",""United Kingdom-London: IT services: consulting, software development, Internet and support"",""United Kingdom-London: IT services: consulting, software development, Internet and support"",""United Kingdom-London: IT services: consulting, software development, Internet and support"",""United Kingdom-London: IT services: consulting, software development, Internet and support""}"
"2010/S 236-359899","368798-2010",2010,"{""UK-Edinburgh: computer-related services"",""UK-Edinburgh: computer-related services"",""UK-Edinburgh: computer-related services"",""UK-Edinburgh: computer-related services"",""UK-Edinburgh: computer-related services"",""UK-Edinburgh: computer-related services"",""UK-Edinburgh: computer-related services""}"
"2010/S 74-110930","360462-2011",2011,"{""Federal public administration reform."",""Federal public administration reform.""}"
"2010/S 74-110930","360462-2011",2011,"{""GO Reference: GO-20111116-PRO-2757079."",""GO Reference: GO-20111116-PRO-2757079.""}"
"2010/S 74-110930","360462-2011",2011,"{""Services Service category No 11: Management consulting services [6] and related services NUTS code UKM38"",""Services Service category No 11: Management consulting services [6] and related services NUTS code UKM38""}"
"2010/S 74-110930","360462-2011",2011,"{""UK-East Kilbride: supporting services for the government"",""UK-East Kilbride: supporting services for the government""}"
"2010/S 236-359899","359899-2010",2010,"{""Electronic Employee Support Services."",""Electronic Employee Support Services."",""Electronic Employee Support Services."",""Electronic Employee Support Services."",""Electronic Employee Support Services."",""Electronic Employee Support Services."",""Electronic Employee Support Services.""}"
"2010/S 236-359899","359899-2010",2010,"{""Services Service category: No 7 Main place of performance Scotland. NUTS code UKM"",""Services Service category: No 7 Main place of performance Scotland. NUTS code UKM"",""Services Service category: No 7 Main place of performance Scotland. NUTS code UKM"",""Services Service category: No 7 Main place of performance Scotland. NUTS code UKM"",""Services Service category: No 7 Main place of performance Scotland. NUTS code UKM"",""Services Service category: No 7 Main place of performance Scotland. NUTS code UKM"",""Services Service category: No 7 Main place of performance Scotland. NUTS code UKM""}"
"2010/S 236-359899","359899-2010",2010,"{""The Authority is purchasing, on behalf of all entities constituted pursuant to the National Health Service (Scotland) Act 1978 (i.e. all NHSScotland Health Boards, Special Health Boards and the Common Services Agency), the provision of electronic employee support services which will include hosting and making available hosted software applications covering core elements such as recruitment, training administration, attendance management, employee relations processing and medical staffing. The provider will deliver a fully managed service which will include ensuring that their hosted system provides a range of complex interfaces with a variety of existing systems utilised across NHSScotland which include but are not limited to Payroll, Time Attendance, eExpenses and the Workforce Database. Also required from the provider will be optional functionality including an occupational health transferable record, performance management/appraisal, staff bank management, eRostering, workforce planning/modelling and redeployment. Services such as user and system support, development, training, implementation, data migration, disaster recovery/business continuity provision, change related improvement activities and associated benefits realisation will be delivered by the provider. The Authority requires that the services be delivered utilising a single instance suite of software applications, which will be centrally hosted by the provider and which must be available for access and use, along with the services to be provided, by all Health Boards and Special Health Boards in Scotland and the Common Services Agency, and by those that perform work for them."",""The Authority is purchasing, on behalf of all entities constituted pursuant to the National Health Service (Scotland) Act 1978 (i.e. all NHSScotland Health Boards, Special Health Boards and the Common Services Agency), the provision of electronic employee support services which will include hosting and making available hosted software applications covering core elements such as recruitment, training administration, attendance management, employee relations processing and medical staffing. The provider will deliver a fully managed service which will include ensuring that their hosted system provides a range of complex interfaces with a variety of existing systems utilised across NHSScotland which include but are not limited to Payroll, Time Attendance, eExpenses and the Workforce Database. Also required from the provider will be optional functionality including an occupational health transferable record, performance management/appraisal, staff bank management, eRostering, workforce planning/modelling and redeployment. Services such as user and system support, development, training, implementation, data migration, disaster recovery/business continuity provision, change related improvement activities and associated benefits realisation will be delivered by the provider. The Authority requires that the services be delivered utilising a single instance suite of software applications, which will be centrally hosted by the provider and which must be available for access and use, along with the services to be provided, by all Health Boards and Special Health Boards in Scotland and the Common Services Agency, and by those that perform work for them."",""The Authority is purchasing, on behalf of all entities constituted pursuant to the National Health Service (Scotland) Act 1978 (i.e. all NHSScotland Health Boards, Special Health Boards and the Common Services Agency), the provision of electronic employee support services which will include hosting and making available hosted software applications covering core elements such as recruitment, training administration, attendance management, employee relations processing and medical staffing. The provider will deliver a fully managed service which will include ensuring that their hosted system provides a range of complex interfaces with a variety of existing systems utilised across NHSScotland which include but are not limited to Payroll, Time Attendance, eExpenses and the Workforce Database. Also required from the provider will be optional functionality including an occupational health transferable record, performance management/appraisal, staff bank management, eRostering, workforce planning/modelling and redeployment. Services such as user and system support, development, training, implementation, data migration, disaster recovery/business continuity provision, change related improvement activities and associated benefits realisation will be delivered by the provider. The Authority requires that the services be delivered utilising a single instance suite of software applications, which will be centrally hosted by the provider and which must be available for access and use, along with the services to be provided, by all Health Boards and Special Health Boards in Scotland and the Common Services Agency, and by those that perform work for them."",""The Authority is purchasing, on behalf of all entities constituted pursuant to the National Health Service (Scotland) Act 1978 (i.e. all NHSScotland Health Boards, Special Health Boards and the Common Services Agency), the provision of electronic employee support services which will include hosting and making available hosted software applications covering core elements such as recruitment, training administration, attendance management, employee relations processing and medical staffing. The provider will deliver a fully managed service which will include ensuring that their hosted system provides a range of complex interfaces with a variety of existing systems utilised across NHSScotland which include but are not limited to Payroll, Time Attendance, eExpenses and the Workforce Database. Also required from the provider will be optional functionality including an occupational health transferable record, performance management/appraisal, staff bank management, eRostering, workforce planning/modelling and redeployment. Services such as user and system support, development, training, implementation, data migration, disaster recovery/business continuity provision, change related improvement activities and associated benefits realisation will be delivered by the provider. The Authority requires that the services be delivered utilising a single instance suite of software applications, which will be centrally hosted by the provider and which must be available for access and use, along with the services to be provided, by all Health Boards and Special Health Boards in Scotland and the Common Services Agency, and by those that perform work for them."",""The Authority is purchasing, on behalf of all entities constituted pursuant to the National Health Service (Scotland) Act 1978 (i.e. all NHSScotland Health Boards, Special Health Boards and the Common Services Agency), the provision of electronic employee support services which will include hosting and making available hosted software applications covering core elements such as recruitment, training administration, attendance management, employee relations processing and medical staffing. The provider will deliver a fully managed service which will include ensuring that their hosted system provides a range of complex interfaces with a variety of existing systems utilised across NHSScotland which include but are not limited to Payroll, Time Attendance, eExpenses and the Workforce Database. Also required from the provider will be optional functionality including an occupational health transferable record, performance management/appraisal, staff bank management, eRostering, workforce planning/modelling and redeployment. Services such as user and system support, development, training, implementation, data migration, disaster recovery/business continuity provision, change related improvement activities and associated benefits realisation will be delivered by the provider. The Authority requires that the services be delivered utilising a single instance suite of software applications, which will be centrally hosted by the provider and which must be available for access and use, along with the services to be provided, by all Health Boards and Special Health Boards in Scotland and the Common Services Agency, and by those that perform work for them."",""The Authority is purchasing, on behalf of all entities constituted pursuant to the National Health Service (Scotland) Act 1978 (i.e. all NHSScotland Health Boards, Special Health Boards and the Common Services Agency), the provision of electronic employee support services which will include hosting and making available hosted software applications covering core elements such as recruitment, training administration, attendance management, employee relations processing and medical staffing. The provider will deliver a fully managed service which will include ensuring that their hosted system provides a range of complex interfaces with a variety of existing systems utilised across NHSScotland which include but are not limited to Payroll, Time Attendance, eExpenses and the Workforce Database. Also required from the provider will be optional functionality including an occupational health transferable record, performance management/appraisal, staff bank management, eRostering, workforce planning/modelling and redeployment. Services such as user and system support, development, training, implementation, data migration, disaster recovery/business continuity provision, change related improvement activities and associated benefits realisation will be delivered by the provider. The Authority requires that the services be delivered utilising a single instance suite of software applications, which will be centrally hosted by the provider and which must be available for access and use, along with the services to be provided, by all Health Boards and Special Health Boards in Scotland and the Common Services Agency, and by those that perform work for them."",""The Authority is purchasing, on behalf of all entities constituted pursuant to the National Health Service (Scotland) Act 1978 (i.e. all NHSScotland Health Boards, Special Health Boards and the Common Services Agency), the provision of electronic employee support services which will include hosting and making available hosted software applications covering core elements such as recruitment, training administration, attendance management, employee relations processing and medical staffing. The provider will deliver a fully managed service which will include ensuring that their hosted system provides a range of complex interfaces with a variety of existing systems utilised across NHSScotland which include but are not limited to Payroll, Time Attendance, eExpenses and the Workforce Database. Also required from the provider will be optional functionality including an occupational health transferable record, performance management/appraisal, staff bank management, eRostering, workforce planning/modelling and redeployment. Services such as user and system support, development, training, implementation, data migration, disaster recovery/business continuity provision, change related improvement activities and associated benefits realisation will be delivered by the provider. The Authority requires that the services be delivered utilising a single instance suite of software applications, which will be centrally hosted by the provider and which must be available for access and use, along with the services to be provided, by all Health Boards and Special Health Boards in Scotland and the Common Services Agency, and by those that perform work for them.""}"
"2010/S 236-359899","359899-2010",2010,"{""UK-Edinburgh: computer-related services"",""UK-Edinburgh: computer-related services"",""UK-Edinburgh: computer-related services"",""UK-Edinburgh: computer-related services"",""UK-Edinburgh: computer-related services"",""UK-Edinburgh: computer-related services"",""UK-Edinburgh: computer-related services""}"
"2009/S 188-270992","355582-2009",2009,"{""GO reference: GO 09122124."",""GO reference: GO 09122124.""}"
"2009/S 188-270992","355582-2009",2009,"{""Services. Service category No 25."",""Services. Service category No 25.""}"
"2009/S 188-270992","355582-2009",2009,"{""Tenders are invited for the provision of an Occupational health service provided by the Council to and in respect of it's employees and prospective employees. Norfolk County Council employs some 28 000 employees in a variety of departments and disciplines across the County of Norfolk (including teachers in schools), and there is a need to ensure that the authority manages the health and wellbeing of these employees in a positive manner. NCC employs a Corporate Occupational Health Adviser (COHA) whose role is to provide guidance to the Council in the effective and efficient use of Occupational Health. The COHA will be responsible for managing the Contract and there is an expectation that the successful tenderer will work collaboratively with the COHA in fulfilling their role. The successful tenderer will need to be able to supply occupational health services to employees living and working across the County of Norfolk. Although the contractor will be expected to have premises in Norfolk to undertake clinics, NCC will also provide accommodation throughout the county. In addition, health surveillance will be expected to be provided on council premises where sufficient numbers of employees require health surveillance and there is suitable accommodation. CPV's; Company health services; Health services."",""Tenders are invited for the provision of an Occupational health service provided by the Council to and in respect of it's employees and prospective employees. Norfolk County Council employs some 28 000 employees in a variety of departments and disciplines across the County of Norfolk (including teachers in schools), and there is a need to ensure that the authority manages the health and wellbeing of these employees in a positive manner. NCC employs a Corporate Occupational Health Adviser (COHA) whose role is to provide guidance to the Council in the effective and efficient use of Occupational Health. The COHA will be responsible for managing the Contract and there is an expectation that the successful tenderer will work collaboratively with the COHA in fulfilling their role. The successful tenderer will need to be able to supply occupational health services to employees living and working across the County of Norfolk. Although the contractor will be expected to have premises in Norfolk to undertake clinics, NCC will also provide accommodation throughout the county. In addition, health surveillance will be expected to be provided on council premises where sufficient numbers of employees require health surveillance and there is suitable accommodation. CPV's; Company health services; Health services.""}"
"2009/S 188-270992","355582-2009",2009,"{""UK-Leicester: company health services"",""UK-Leicester: company health services""}"
"2009/S 188-270992","355582-2009",2009,"{""UK-Norfolk: occupational health services - 985n/10."",""UK-Norfolk: occupational health services - 985n/10.""}"
"2010/S 230-351085","351085-2010",2010,"{""GO reference: GO 10112324.""}"
"2010/S 230-351085","351085-2010",2010,"{""Services Service category: No 11""}"
"2010/S 230-351085","351085-2010",2010,"{""UK-East Kilbride: general management consultancy services""}"
"2010/S 230-351085","351085-2010",2010,"{""UK-East Kilbride: management of the ethiopia civil society monitoring system.""}"
"2008/S 4-3504","3504-2008",2008,"{""GO reference: GO 08010324."",""GO reference: GO 08010324."",""GO reference: GO 08010324.""}"
"2008/S 4-3504","3504-2008",2008,"{""Provision of Occupational Health Services for workforce of approximately 4 000 employees including but not limited to medical assessments, health screening, return to work assessment and advice on effect of work on health."",""Provision of Occupational Health Services for workforce of approximately 4 000 employees including but not limited to medical assessments, health screening, return to work assessment and advice on effect of work on health."",""Provision of Occupational Health Services for workforce of approximately 4 000 employees including but not limited to medical assessments, health screening, return to work assessment and advice on effect of work on health.""}"
"2008/S 4-3504","3504-2008",2008,"{""Services. Service category No 25."",""Services. Service category No 25."",""Services. Service category No 25.""}"
"2008/S 4-3504","3504-2008",2008,"{""UK-London: company health services"",""UK-London: company health services"",""UK-London: company health services""}"
"2008/S 4-3504","3504-2008",2008,"{""UK-London: occupational health services."",""UK-London: occupational health services."",""UK-London: occupational health services.""}"
"2012/S 193-317422","317422-2012",2012,"{""All correspondence and expressions of interest relating to this project MUST be made through the University of Nottingham e-tendering website: https://in-tendhost.co.uk/universityofnottingham/. Non compliant expressions of interest will not be considered or acknowledged.The UoN reserves the right to cancel the tender process at any stage.The UoN does not accept any liability for costs incurred in tendering.Variation will be accepted where adequately explained by the tenderer and provided that these variations comply with the standards specified in the selection and claims criteria of the the tender document."",""All correspondence and expressions of interest relating to this project MUST be made through the University of Nottingham e-tendering website: https://in-tendhost.co.uk/universityofnottingham/. Non compliant expressions of interest will not be considered or acknowledged.The UoN reserves the right to cancel the tender process at any stage.The UoN does not accept any liability for costs incurred in tendering.Variation will be accepted where adequately explained by the tenderer and provided that these variations comply with the standards specified in the selection and claims criteria of the the tender document."",""All correspondence and expressions of interest relating to this project MUST be made through the University of Nottingham e-tendering website: https://in-tendhost.co.uk/universityofnottingham/. Non compliant expressions of interest will not be considered or acknowledged.The UoN reserves the right to cancel the tender process at any stage.The UoN does not accept any liability for costs incurred in tendering.Variation will be accepted where adequately explained by the tenderer and provided that these variations comply with the standards specified in the selection and claims criteria of the the tender document."",""All correspondence and expressions of interest relating to this project MUST be made through the University of Nottingham e-tendering website: https://in-tendhost.co.uk/universityofnottingham/. Non compliant expressions of interest will not be considered or acknowledged.The UoN reserves the right to cancel the tender process at any stage.The UoN does not accept any liability for costs incurred in tendering.Variation will be accepted where adequately explained by the tenderer and provided that these variations comply with the standards specified in the selection and claims criteria of the the tender document."",""All correspondence and expressions of interest relating to this project MUST be made through the University of Nottingham e-tendering website: https://in-tendhost.co.uk/universityofnottingham/. Non compliant expressions of interest will not be considered or acknowledged.The UoN reserves the right to cancel the tender process at any stage.The UoN does not accept any liability for costs incurred in tendering.Variation will be accepted where adequately explained by the tenderer and provided that these variations comply with the standards specified in the selection and claims criteria of the the tender document."",""All correspondence and expressions of interest relating to this project MUST be made through the University of Nottingham e-tendering website: https://in-tendhost.co.uk/universityofnottingham/. Non compliant expressions of interest will not be considered or acknowledged.The UoN reserves the right to cancel the tender process at any stage.The UoN does not accept any liability for costs incurred in tendering.Variation will be accepted where adequately explained by the tenderer and provided that these variations comply with the standards specified in the selection and claims criteria of the the tender document."",""All correspondence and expressions of interest relating to this project MUST be made through the University of Nottingham e-tendering website: https://in-tendhost.co.uk/universityofnottingham/. Non compliant expressions of interest will not be considered or acknowledged.The UoN reserves the right to cancel the tender process at any stage.The UoN does not accept any liability for costs incurred in tendering.Variation will be accepted where adequately explained by the tenderer and provided that these variations comply with the standards specified in the selection and claims criteria of the the tender document."",""All correspondence and expressions of interest relating to this project MUST be made through the University of Nottingham e-tendering website: https://in-tendhost.co.uk/universityofnottingham/. Non compliant expressions of interest will not be considered or acknowledged.The UoN reserves the right to cancel the tender process at any stage.The UoN does not accept any liability for costs incurred in tendering.Variation will be accepted where adequately explained by the tenderer and provided that these variations comply with the standards specified in the selection and claims criteria of the the tender document."",""All correspondence and expressions of interest relating to this project MUST be made through the University of Nottingham e-tendering website: https://in-tendhost.co.uk/universityofnottingham/. Non compliant expressions of interest will not be considered or acknowledged.The UoN reserves the right to cancel the tender process at any stage.The UoN does not accept any liability for costs incurred in tendering.Variation will be accepted where adequately explained by the tenderer and provided that these variations comply with the standards specified in the selection and claims criteria of the the tender document."",""All correspondence and expressions of interest relating to this project MUST be made through the University of Nottingham e-tendering website: https://in-tendhost.co.uk/universityofnottingham/. Non compliant expressions of interest will not be considered or acknowledged.The UoN reserves the right to cancel the tender process at any stage.The UoN does not accept any liability for costs incurred in tendering.Variation will be accepted where adequately explained by the tenderer and provided that these variations comply with the standards specified in the selection and claims criteria of the the tender document.""}"
"2012/S 193-317422","317422-2012",2012,"{""Liquid Phase Photoelectron Spectroscopy and XPS Facility."",""Liquid Phase Photoelectron Spectroscopy and XPS Facility."",""Liquid Phase Photoelectron Spectroscopy and XPS Facility."",""Liquid Phase Photoelectron Spectroscopy and XPS Facility."",""Liquid Phase Photoelectron Spectroscopy and XPS Facility.""}"
